Name,Country,City,Screening Date - Year,Screening Date - Month,Screening Date - Day,Local Release Title,Original Release Title,US Release Title or English Translation,Director,Year of Production,Country of Production,Duration,Series Theme,Nature of Screening,Provenance of Print,Other Notes
Gente de Cine,Argentina,Buenos Aires,1949,,,El congreso baila,Der kongress tanzt,The Congress Dances,Erik Charrell,1931,Germany,feature,Aspectos del cine alemán (1919-1933),,,
Gente de Cine,Argentina,Buenos Aires,1949,,,El testamento del doctor Mabuse,Das testament von doktor Mabuse,The Testament of Dr. Mabuse,Fritz Lang,1932,Germany,feature,Aspectos del cine alemán (1919-1933),,,
Gente de Cine,Argentina,Buenos Aires,1949,,,La isla de los demonios,Die Insel der Dämonen,Island of Demons,Friedrich Dalsheim,1933,Germany,feature,Aspectos del cine alemán (1919-1933),,,Attributed to Gustav von Plessen
Gente de Cine,Argentina,Buenos Aires,1949,,,Guillermo Tell,Wilhelm Tell,William Tell,Heinz Paul,1933,Germany,feature,Aspectos del cine alemán (1919-1933),,,
Gente de Cine,Argentina,Buenos Aires,1949,,,La sangre de un poeta,Le sang d'un poète,The Blood of a Poet,Jean Cocteau,1930,France,feature,Cine de vanguardia,,,
Gente de Cine,Argentina,Buenos Aires,1949,,,La tierra sin pan,Les hurdes,Las Hurdes: Land Without Bread,Luis Buñuel,1932,France,feature,Cine de vanguardia,,,
Gente de Cine,Argentina,Buenos Aires,1949,,,El desconocido,The Passing of the Third Floor Back,The Passing of the Third Floor Back,Berthold Viertel,1935,United Kingdom,feature,Aspectos del cine inglés,repeat,,
Gente de Cine,Argentina,Buenos Aires,1949,,,Al morir la noche,Dead of Night,Dead of Night,"Albert Cavalcanti, Basil Dearden, Robert Hamer, Charles Crichton",1941,United Kingdom,feature,Aspectos del cine inglés,,,
Gente de Cine,Argentina,Buenos Aires,1949,,,Lo que no fue,Brief Encounter,Brief Encounter,David Lean,1946,United Kingdom,feature,Aspectos del cine inglés,,,
Gente de Cine,Argentina,Buenos Aires,1949,,,Larga es la noche,Odd Man Out,Odd Man Out,Carol Reed,1946,United Kingdom,feature,Aspectos del cine inglés,,,
Gente de Cine,Argentina,Buenos Aires,1949,,,Gran Hotel,Grand Hotel,Grand Hotel,Edmund Goulding,1932,United States,feature,Homenaje a Wallace Beery,,,
Gente de Cine,Argentina,Buenos Aires,1949,,,La parodia de Carmen,A Burlesque on Carmen,A Burlesque on Carmen,Charles Chaplin,1916,United States,short,Aspectos del cine americano,,,
Gente de Cine,Argentina,Buenos Aires,1949,,,La carreta,The Covered Wagon,The Covered Wagon,James Cruze,1923,United States,feature,Aspectos del cine americano,repeat,,
Gente de Cine,Argentina,Buenos Aires,1949,,,Hombres del mar,The Long Voyage Home,The Long Voyage Home,John Ford,1940,United States,feature,Aspectos del cine americano,repeat,,
Gente de Cine,Argentina,Buenos Aires,1949,,,Conciencias muertas,The Ox-Bow Incident,The Ox-Bow Incident,William Wellman,1942,United States,feature,Aspectos del cine americano,repeat,,
Gente de Cine,Argentina,Buenos Aires,1949,,,El amor a la tierra,The Southerner,The Southerner,Jean Renoir,1945,United States,feature,Aspectos del cine americano,,,
Gente de Cine,Argentina,Buenos Aires,1949,,,Memorias de una doncella,Diary of a Chambermaid,Diary of a Chambermaid,Jean Renoir,1946,United States,feature,Aspectos del cine americano,,,
Gente de Cine,Argentina,Buenos Aires,1949,,,Suplicio,Hets,Torment,Alf Sjöberg,1944,Sweden,feature,Cine sueco,,,
Gente de Cine,Argentina,Buenos Aires,1949,,,Enrique V,Henry V,Henry V,Laurence Olivier,1944,United Kingdom,feature,Interpretación de Shakespeare en el cine,,,
Gente de Cine,Argentina,Buenos Aires,1949,,,La tragedia de Macbeth,Macbeth,Macbeth,Orson Welles,1948,United States,feature,Interpretación de Shakespeare en el cine,preview screening,,
Gente de Cine,Argentina,Buenos Aires,1949,,,El muro,El muro,The Wall,Leopoldo Torre Nilsson,1949,Argentina,short,Cine experimental argentino,preview screening,,
Gente de Cine,Argentina,Buenos Aires,1949,,,La ciudad frente al río,La ciudad frente al río,The City on the River,Enrico Gras,1949,Argentina,short,Cine experimental argentino,preview screening,,
Gente de Cine,Argentina,Buenos Aires,1949,,,La conquista del Polo,A la conquête du Pole,The Conquest of the Pole,Georges Méliès,1912,France,short,Cortometraje francés,,,
Gente de Cine,Argentina,Buenos Aires,1949,,,La reina de las mariposas,La reine des papillons,The Queen of Butterflies,Ladislas Starevich,1928,France,short,Cortometraje francés,repeat,,
Gente de Cine,Argentina,Buenos Aires,1949,,,El Ródano,La Rhône,The Rhone,Andrés Gillet,1943,France,short,Cortometraje francés,,,
Gente de Cine,Argentina,Buenos Aires,1949,,,A 18 metros de profunidad,Par 18 metres de fond,18 Meters Deep,Jacques-Yves Costeau,1943,France,short,Cortometraje francés,,,
Gente de Cine,Argentina,Buenos Aires,1949,,,Aubusson,Aubusson,Aubusson,Jean Lods,1946,France,short,Cortometraje francés,repeat,,
Gente de Cine,Argentina,Buenos Aires,1949,,,La obra científica de Pasteur,L'oeuvre scientifique de Pasteur,The Scientific Work of Louis Pasteur,"Georges Rouquier, Jean Painlevé",1947,France,short,Cortometraje francés,,,
Gente de Cine,Argentina,Buenos Aires,1949,,,La rosa y el resedá,La rose et le réséda,The Rose and the Mignonette,André Michel,1947,France,short,Cortometraje francés,,,
Gente de Cine,Argentina,Buenos Aires,1949,,,Domingos en Alsacia,Dimanches en Alsace,Sundays in Alsace,Jean Tedesco,1948,France,short,Cortometraje francés,,,
Gente de Cine,Argentina,Buenos Aires,1949,,,El evangelio de piedra,L'evangile de la pièrre,The Gospel of Peter,André Bureau,1949,France,short,Cortometraje francés,,,
Gente de Cine,Argentina,Buenos Aires,1949,,,El río,The River,The River,Pare Lorentz,1938,United States,short,Cortometraje americano,,,
Gente de Cine,Argentina,Buenos Aires,1949,,,La peste alada,Winged Scourge,Winged Scourge,Walt Disney,1943,United States,short,Cortometraje americano,repeat,,
Gente de Cine,Argentina,Buenos Aires,1949,,,La pintura moderna en los Estados Unidos,Art Discovers America,Art Discovers America,Alfredo Valente,1943,United States,short,Cortometraje americano,,,
Gente de Cine,Argentina,Buenos Aires,1949,,,Vida submarina,"Unknown, possibly Mirror of Submarine Life","Unknown, possibly Mirror of Submarine Life",Unknown,1943,United States,short,Cortometraje americano,,,
Gente de Cine,Argentina,Buenos Aires,1949,,,Reto a Hollywood,Unknown,Unknown,March of Time,1947,United States,short,Cortometraje americano,,,
Gente de Cine,Argentina,Buenos Aires,1949,,,A 2000 metros de altura,Unknown,Unknown,Unknown,1947,United States,short,Cortometraje americano,,,
Gente de Cine,Argentina,Buenos Aires,1950,,,Viñas de ira,Grapes of Wrath,Grapes of Wrath,John Ford,1940,United States,feature,De la obra de John Ford,repeat,,
Gente de Cine,Argentina,Buenos Aires,1950,,,El camino del tabaco,Tobacco Road,Tobacco Road,John Ford,1941,United States,feature,De la obra de John Ford,repeat,,
Gente de Cine,Argentina,Buenos Aires,1950,,,Una sombra que pasa,Death Takes a Holiday,Death Takes a Holiday,Mitchell Leisen,1934,United States,feature,El tema de la muerte,,,
Gente de Cine,Argentina,Buenos Aires,1950,,,Horas robadas,On Borrowed Time,On Borrowed Time,Harold S. Bucquet,1939,United States,feature,El tema de la muerte,repeat,,
Gente de Cine,Argentina,Buenos Aires,1950,September,2,Entre dos mundos,Between Two Worlds,Between Two Worlds,Edward Blatt,1944,United States,feature,El tema de la muerte,,"Cine Arte, Warner Bros. ",
Gente de Cine,Argentina,Buenos Aires,1950,,,Un paso en el sol,A Walk in the Sun,A Walk in the Sun,Lewis Milestone,1946,United States,feature,El tema de la guerra,,,
Gente de Cine,Argentina,Buenos Aires,1950,,,La eterna ninfa,The Constant Nymph,The Constant Nymph,Basil Dean,1933,United Kingdom,feature,Aspectos del cine inglés,,,
Gente de Cine,Argentina,Buenos Aires,1950,July,8,El hombre de Aran,Man of Aran,Man of Aran,Robert Flaherty,1934,United Kingdom,feature,Aspectos del cine inglés,repeat,Dirección General de Espectáculos Públicos,
Gente de Cine,Argentina,Buenos Aires,1950,,,Un muerto que huye,Break the News,Break the News,René Clair,1938,United Kingdom,feature,Aspectos del cine inglés,,,
Gente de Cine,Argentina,Buenos Aires,1950,July,8,La hostería solitaria,The Half-Way House,The Half-Way House,Basil Dearden,1943,United Kingdom,feature,Aspectos del cine inglés,,Radiolux,
Gente de Cine,Argentina,Buenos Aires,1950,,,Arcilla en colores,Unknown,Unknown,Unknown,,United Kingdom,short,Documentales británicos,,,
Gente de Cine,Argentina,Buenos Aires,1950,,,El jardín del mundo,Unknown,Unknown,Unknown,,United Kingdom,short,Documentales británicos,,,
Gente de Cine,Argentina,Buenos Aires,1950,,,Correo nocturno,Night Mail,Night Mail,Basil Wright and Harry Watt,1936,United Kingdom,short,Documentales británicos,,,
Gente de Cine,Argentina,Buenos Aires,1950,,,Arquitectos de Inglaterra,Architects of Britain,Architects of Britain,John Eldridge,1941,United Kingdom,short,Documentales británicos,,,
Gente de Cine,Argentina,Buenos Aires,1950,,,S.M. el algodón,"Unknown, possibly Border Weave","Unknown, possibly Border Weave",John K. Curthoys,1941,United Kingdom,short,Documentales británicos,,,
Gente de Cine,Argentina,Buenos Aires,1950,,,Macbeth,Macbeth,Macbeth,Henry Cass,1945,United Kingdom,short,Documentales británicos,,,
Gente de Cine,Argentina,Buenos Aires,1950,,,Un espectro travieso,Blithe Spirit,Blithe Spirit,David Lean,1944,United Kingdom,feature,De la obra de David Lean,,,
Gente de Cine,Argentina,Buenos Aires,1950,,,Grandes ilusiones,Great Expectations,Great Expectations,David Lean,1946,United Kingdom,feature,De la obra de David Lean,,,
Gente de Cine,Argentina,Buenos Aires,1950,June,24,El diablo en la ciudad,Le diable dans la ville,The Devil in the City,Germaine Dulac,1924,France,feature,Aspectos del cine francés,,Cinémathèque Française,
Gente de Cine,Argentina,Buenos Aires,1950,,,Piel de durazno,Peau de pêche,Peach Skin,"Jean Benoît-Levy, Marie Epstein",1925,France,feature,Aspectos del cine francés,,,
Gente de Cine,Argentina,Buenos Aires,1950,,,Nana,Nana,Nana,Jean Renoir,1926,France,feature,Aspectos del cine francés,,,
Gente de Cine,Argentina,Buenos Aires,1950,,,Tumultos,Tumultes,Storms of Passion,Robert Siodmak,1932,"France, Germany",feature,Aspectos del cine francés,,,
Gente de Cine,Argentina,Buenos Aires,1950,August,26,La casa en la duna,La maison dans la dune,The House on the Dune,Pierre Billon,1933,France,feature,Aspectos del cine francés,,,
Gente de Cine,Argentina,Buenos Aires,1950,June,24,Esposa por una noche,Remous,Eddies,Edmond Th. Greville,1934,France,feature,Aspectos del cine francés,,Monitor,
Gente de Cine,Argentina,Buenos Aires,1950,,,El misterioso Mr. Flow,Mr. Flow,Compliments of Mr. Flow,Robert Siodmak,1936,France,feature,Aspectos del cine francés,,,
Gente de Cine,Argentina,Buenos Aires,1950,,,Los desparecidos de Saint-Agil,Les disparus de Saint-Agile,Boys' School,Christian-Jaque,1938,France,feature,Aspectos del cine francés,,,
Gente de Cine,Argentina,Buenos Aires,1950,,,Las tres luces,Der müde Tod,Destiny,Fritz Lang,1921,Germany,feature,De la obra de Fritz Lang,repeat,,
Gente de Cine,Argentina,Buenos Aires,1950,,,"M, el vampiro negro","M, ein stadt sucht einen morder",,Fritz Lang,1931,Germany,feature,De la obra de Fritz Lang,repeat,,
Gente de Cine,Argentina,Buenos Aires,1950,,,El testamento del doctor Mabuse,Das testament von doktor Mabuse,The Testament of Dr. Mabuse,Fritz Lang,1931,Germany,feature,De la obra de Fritz Lang,repeat,,
Gente de Cine,Argentina,Buenos Aires,1950,,,Nahuel Huapi,Nahuel Huapi,Nahuel Huapi,Carlos Alberto Pessano,1940,Argentina,short,Documentales argentinos,,,
Gente de Cine,Argentina,Buenos Aires,1950,September,30,Tigre,Tigre,Tigre,Carlos Alberto Pessano,1941,Argentina,short,Documentales argentinos,,,
Gente de Cine,Argentina,Buenos Aires,1950,,,Playa Grande,Playa Grande,Playa Grande,Carlos Alberto Pessano,1941,Argentina,short,Documentales argentinos,,,
Gente de Cine,Argentina,Buenos Aires,1950,,,Trasandino [El trasandino del norte],Trasandino [El trasandino del norte],Transandean Railway,Fernando Ayala,1949,Argentina,short,Documentales argentinos,,,
Gente de Cine,Argentina,Buenos Aires,1950,,,Hombres para el mar,Hombres para el mar,Men for the Sea,Héctor Brunengo Dallier,1949,Argentina,short,Documentales argentinos,,,
Gente de Cine,Argentina,Buenos Aires,1950,,,En tierras del silencio,En tierras del silencio,In the Lands of Silence,Pedro P. Bravo,1949,Argentina,short,Documentales argentinos,,,"In the film's credits, Bravo is listed as the film's cinematographer and narrator; Oscar E. Ares with the script"
Gente de Cine,Argentina,Buenos Aires,1950,,,Buenos Aires,Buenos Aires,Buenos Aires,Sebastián Rives,1950,Argentina,short,Documentales argentinos,,,
Gente de Cine,Argentina,Buenos Aires,1950,,,Bésame otra vez,Kiss Me Again,Kiss Me Again,Ernst Lubitsch,1925,United States,feature,Dos versiones de una comedia,repeat,,
Gente de Cine,Argentina,Buenos Aires,1950,,,Qué sabes tú de amor?,That Uncertain Feeling,That Uncertain Feeling,Ernst Lubitsch,1941,United States,feature,Dos versiones de una comedia,,,
Gente de Cine,Argentina,Buenos Aires,1950,September,16,Despertar de primavera,Armonie di primavera,Awakening of Spring,Pietro Francisi,1946,Italy,short,Documentales italianos,repeat,,
Gente de Cine,Argentina,Buenos Aires,1950,September,16,Los cielos de Tiepolo,Cieli di Tiepolo,Skies of Tiepolo,Giorgio Graziosi,1946,Italy,short,Documentales italianos,repeat,,
Gente de Cine,Argentina,Buenos Aires,1950,,,Fantasia submarina,Fantasia sottomarina,Submarine Fantasy,Roberto Rossellini,1946,Italy,short,Documentales italianos,,,
Gente de Cine,Argentina,Buenos Aires,1950,,,Todos en peligro,Unknown,Unknown,Unknown,Unknown,Norway,unknown,Cine noruego,,,
Gente de Cine,Argentina,Buenos Aires,1950,,,La isla secreta,Unknown,Unknown,Unknown,Unknown,Norway,unknown,Cine noruego,,,
Gente de Cine,Argentina,Buenos Aires,1950,,,Chicos de la calle,Gategütter,Boys from the Streets,"Ulf Greber, Arne Skouen",1948,Norway,feature,Cine noruego,preview screening,,
Gente de Cine,Argentina,Buenos Aires,1950,,,La sangre de un poeta,Le sang d'un poete,Blood of a Poet,Jean Cocteau,1930,France,feature,Cine de vanguardia,repeat,,
Gente de Cine,Argentina,Buenos Aires,1950,,,La tierra sin pan,Les hurdes,Las Hurdes: Land Without Bread,Luis Buñuel,1932,Spain,,Cine de vanguardia,repeat,,
Gente de Cine,Argentina,Buenos Aires,1950,,,El mundo del sky,Unknown,Unknown,Unknown,Unknown,Denmark,,Cine danés,,,
Gente de Cine,Argentina,Buenos Aires,1950,,,El paraíso de la nieve,Unknown,Unknown,Unknown,Unknown,Denmark,,Cine danés,,,
Gente de Cine,Argentina,Buenos Aires,1950,,,Al norte del círculo ártico,Unknown,Unknown,Unknown,Unknown,Denmark,,Cine danés,,,
Gente de Cine,Argentina,Buenos Aires,1950,,,Alcanzando el ferryboat,De nåede færgen,They Caught the Ferry,Carl Theodor Dreyer,1948,Denmark,short,Cine danés,,,
Gente de Cine,Argentina,Buenos Aires,1950,,,Amor (La voz humana),Amore (La voce umana/Il miracolo),Love (The Human Voice/The Miracle),Roberto Rossellini,1948,Italy,feature,Del neorrealismo italiano,preview screening,,
Gente de Cine,Argentina,Buenos Aires,1950,August,26,"Nosferatu, el vampiro",Nosferatu,Nosferatu,F.W. Murnau,1922,Germany,feature,De la obra de F.W. Murnau,,,
Gente de Cine,Argentina,Buenos Aires,1950,,,Tartufo,Tartuffe,Tartuffe,F.W. Murnau,1925,Germany,feature,De la obra de F.W. Murnau,repeat,,
Gente de Cine,Argentina,Buenos Aires,1950,,,Poema 8,Poema 8,Poem 8,Alfredo Rubio,1950,Argentina,short,Cine amateur argentino,,,
Gente de Cine,Argentina,Buenos Aires,1950,,,La gesta inmortal,La gesta inmortal,Immortal Deed,"Roberto Robertie, Carlos Barrios Barón",1950,Argentina,short,Cine amateur argentino,,,
